experiment_id,epoch,step,tokens_seen,estimated_chars_seen,train_loss,val_loss,test_loss,train_nats_per_char,val_nats_per_char,train_bits_per_char,val_bits_per_char,train_val_gap,best_val_loss_so_far,best_val_bits_per_char_so_far,val_loss_minus_best_so_far,val_bits_minus_best_so_far,lr,grad_norm,elapsed_sec,tokens_per_sec,tokens_per_sec_after_warmup,parameter_count,compute_proxy_param_tokens,estimated_train_flops
E32,0.0,0.0,0.0,0.0,8.04498,8.04569,8.04569,4.694776057589567,4.697278834936961,6.773130136368707,6.7767408808362415,0.000707419,8.04569,6.7767408808362415,0.0,0.0,0.0004,,0.0,0.0,0.0,2954112.0,0.0,0.0
E32,1.0,196.0,802816.0,1375707.5064824396,6.68729,6.71226,6.71226,3.9024744601177543,3.918788423689449,5.630080550807719,5.653616625149846,0.0249738,6.71226,5.653616625149846,0.0,0.0,0.0004,0.709792,4.14448,193707.0,193707.0,2954112.0,2371608379392.0,14229650276352.0
E32,2.0,200.0,819200.0,1403783.1698800405,6.64229,6.663,6.663,3.876213994263081,3.890029180491042,5.5921947069477485,5.612125807607785,0.0207073,6.663,5.612125807607785,0.0,0.0,0.0004,0.606045,4.36812,187541.0,187541.0,2954112.0,2420008550400.0,14520051302400.0
E32,2.0,392.0,1605632.0,2751415.012964879,5.613,5.69364,5.69364,3.275555440939597,3.3240921121433313,4.725627590800419,4.795651205647304,0.0806445,5.69364,4.795651205647304,0.0,0.0,0.0004,0.610741,8.07509,198838.0,198838.0,2954112.0,4743216758784.0,28459300552704.0
E32,3.0,400.0,1638400.0,2807566.339760081,5.59269,5.67922,5.67922,3.2637032173505207,3.3156733487060386,4.708528446604951,4.783505497385905,0.0865363,5.67922,4.783505497385905,0.0,0.0,0.0004,0.656367,8.36441,195877.0,195877.0,2954112.0,4840017100800.0,29040102604800.0
E32,3.0,588.0,2408448.0,4127122.5194473187,5.33276,5.46904,5.46904,3.1120169309148484,3.192964909090909,4.489691393393344,4.606474640077935,0.136279,5.46904,4.606474640077935,0.0,0.0,0.0004,0.675981,11.762,204765.0,204765.0,2954112.0,7114825138176.0,42688950829056.0
E32,4.0,600.0,2457600.0,4211349.509640121,5.32457,5.46372,5.46372,3.1072375261292975,3.18985895753152,4.482796169810828,4.601993699165963,0.139148,5.46372,4.601993699165963,0.0,0.0,0.0004,0.741066,12.1416,202411.0,202411.0,2954112.0,7260025651200.0,43560153907200.0
E32,4.0,784.0,3211264.0,5502830.025929758,5.16792,5.36397,5.36397,3.01582192665964,3.1316223657929663,4.350911337796062,4.517976057066476,0.196047,5.36397,4.517976057066476,0.0,0.0,0.0004,0.711629,15.8915,202074.0,202074.0,2954112.0,9486433517568.0,56918601105408.0
E32,5.0,800.0,3276800.0,5615132.679520162,5.16912,5.3602,5.3602,3.0165222057490984,3.1294213437292635,4.3519216269656615,4.514800653450285,0.191081,5.3602,4.514800653450285,0.0,0.0,0.0004,0.812485,16.3749,200111.0,200111.0,2954112.0,9680034201600.0,58080205209600.0
E32,5.0,980.0,4014080.0,6878537.532412198,5.05537,5.28753,5.28753,2.9501415837275626,3.08699474601858,4.256154632764067,4.453592011331291,0.232168,5.28753,4.453592011331291,0.0,0.0,0.0004,0.820849,19.8352,202371.0,202371.0,2954112.0,11858041896960.0,71148251381760.0
E32,6.0,1000.0,4096000.0,7018915.849400202,5.05507,5.2893,5.2893,2.949966513955198,3.088028117120106,4.2559020604716675,4.45508285069486,0.234226,5.28753,4.453592011331291,0.0017699999999996052,0.0014908393635693074,0.0004,0.847624,20.2985,201788.0,201788.0,2954112.0,12100042752000.0,72600256512000.0
E32,6.0,1176.0,4816896.0,8254245.0388946375,4.96166,5.23279,5.23279,2.895455622499975,3.055036139183809,4.17725946769478,4.407485487737046,0.271133,5.23279,4.407485487737046,0.0,0.0,0.0004,0.890234,23.6761,203449.0,203449.0,2954112.0,14229650276352.0,85377901658112.0
E32,7.0,1200.0,4915200.0,8422699.019280242,4.95297,5.23282,5.23282,2.8903844347604832,3.055053653948242,4.169943290291599,4.4075107562008355,0.279857,5.23279,4.407485487737046,3.0000000000640625e-05,2.5268463789807072e-05,0.0004,0.904736,24.2998,202273.0,202273.0,2954112.0,14520051302400.0,87120307814400.0
E32,7.0,1372.0,5619712.0,9629952.545377078,4.8676,5.18575,5.18575,2.840565413204629,3.027572988553417,4.0980696349510275,4.367864536515393,0.318151,5.18575,4.367864536515393,0.0,0.0,0.0004,0.90995,27.3962,205128.0,205128.0,2954112.0,16601258655744.0,99607551934464.0
E32,8.0,1400.0,5734400.0,9826482.189160284,4.8526,5.18628,5.18628,2.831811924586404,3.0278824160583944,4.085441020331037,4.368310946042339,0.333685,5.18575,4.367864536515393,0.0005300000000003635,0.0004464095269458568,0.0004,0.995059,28.0438,204480.0,204480.0,2954112.0,16940059852800.0,101640359116800.0
E32,8.0,1568.0,6422528.0,11005660.051859517,4.77215,5.14698,5.14698,2.7848640472973267,3.004938074651626,4.017709550585821,4.33520925847833,0.374821,5.14698,4.33520925847833,0.0,0.0,0.0004,0.973755,31.0817,206633.0,206633.0,2954112.0,18972867035136.0,113837202210816.0
E32,9.0,1600.0,6553600.0,11230265.359040324,4.76653,5.15156,5.15156,2.7815844068950324,3.00761199535501,4.012978029641532,4.3390669106168325,0.385025,5.14698,4.33520925847833,0.0045799999999998064,0.00385765213850231,0.0004,1.14144,31.8452,205795.0,205795.0,2954112.0,19360068403200.0,116160410419200.0
E32,9.0,1764.0,7225344.0,12381367.558341956,4.71912,5.12221,5.12221,2.7539175472023643,2.9904767174850697,3.973063188365949,4.314345930209615,0.403089,5.12221,4.314345930209615,0.0,0.0,0.0004,1.01861,35.0093,206384.0,206384.0,2954112.0,21344475414528.0,128066852487168.0
E32,10.0,1800.0,7372800.0,12634048.528920364,4.69047,5.12562,5.12562,2.7371983839415557,2.9924675623755803,3.9489425344417675,4.317218112260335,0.435158,5.12221,4.314345930209615,0.003409999999999691,0.002872182050719374,0.0004,1.04342,35.7822,206046.0,206046.0,2954112.0,21780076953600.0,130680461721600.0
E32,10.0,1960.0,8028160.0,13757075.064824397,4.6212,5.09708,5.09708,2.6967747735025944,2.975805183145322,3.8906235921266505,4.293179380375429,0.475874,5.09708,4.293179380375429,0.0,0.0,0.0004,1.20314,38.7753,207043.0,207043.0,2954112.0,23716083793920.0,142296502763520.0
E33,0.0,0.0,0.0,0.0,8.04498,8.04569,8.04569,4.694776057589567,4.697278834936961,6.773130136368707,6.7767408808362415,0.000707528,8.04569,6.7767408808362415,0.0,0.0,0.0004,,0.0,0.0,0.0,2954112.0,0.0,0.0
E33,1.0,196.0,802816.0,1375707.5064824396,6.70043,6.72497,6.72497,3.9101425161473187,3.926208845554081,5.641143217214831,5.664322030975255,0.0245381,6.72497,5.664322030975255,0.0,0.0,0.0004,0.562823,4.62193,173697.0,173697.0,2954112.0,2371608379392.0,14229650276352.0
E33,2.0,200.0,819200.0,1403783.1698800405,6.65567,6.67605,6.67605,3.884022106110537,3.8976481030192436,5.603459431188779,5.623117589356139,0.0203733,6.67605,5.623117589356139,0.0,0.0,0.0004,0.482307,4.87447,168059.0,168059.0,2954112.0,2420008550400.0,14520051302400.0
E33,2.0,392.0,1605632.0,2751415.012964879,5.61728,5.69757,5.69757,3.27805310302533,3.326386546284008,4.729230955505322,4.798961374403705,0.0802875,5.69757,4.798961374403705,0.0,0.0,0.0004,0.586275,8.92745,179853.0,179853.0,2954112.0,4743216758784.0,28459300552704.0
E33,3.0,400.0,1638400.0,2807566.339760081,5.59684,5.68316,5.68316,3.2661250158682296,3.3179736211015265,4.712022363316482,4.786824088963569,0.0863193,5.68316,4.786824088963569,0.0,0.0,0.0004,0.632858,9.26495,176839.0,176839.0,2954112.0,4840017100800.0,29040102604800.0
E33,3.0,588.0,2408448.0,4127122.5194473187,5.33868,5.4748,5.4748,3.1154716410895076,3.1963277438619775,4.494675486630033,4.611326185125484,0.136114,5.4748,4.611326185125484,0.0,0.0,0.0004,0.674735,13.1313,183413.0,183413.0,2954112.0,7114825138176.0,42688950829056.0
E33,4.0,600.0,2457600.0,4211349.509640121,5.33102,5.4703,5.4703,3.111001526235134,3.19370052919708,4.4882264740974245,4.607535915557086,0.139284,5.4703,4.607535915557086,0.0,0.0,0.0004,0.714932,13.5674,181141.0,181141.0,2954112.0,7260025651200.0,43560153907200.0
E33,4.0,784.0,3211264.0,5502830.025929758,5.18243,5.38237,5.38237,3.0242894679830026,3.14236475464499,4.3631274176718,4.533474048190592,0.199937,5.38237,4.533474048190592,0.0,0.0,0.0004,0.693265,17.2377,186293.0,186293.0,2954112.0,9486433517568.0,56918601105408.0
E33,5.0,800.0,3276800.0,5615132.679520162,5.18424,5.37908,5.37908,3.0253457222762683,3.14044396881221,4.364651270502612,4.53070293999503,0.194842,5.37908,4.53070293999503,0.0,0.0,0.0004,0.771047,17.7242,184878.0,184878.0,2954112.0,9680034201600.0,58080205209600.0
E33,5.0,980.0,4014080.0,6878537.532412198,5.07416,5.30947,5.30947,2.9611067871366585,3.0998038770736565,4.271974077344709,4.4720716811825465,0.235309,5.30947,4.4720716811825465,0.0,0.0,0.0004,0.800045,21.2995,188459.0,188459.0,2954112.0,11858041896960.0,71148251381760.0
E33,6.0,1000.0,4096000.0,7018915.849400202,5.07161,5.3109,5.3109,2.95961869407156,3.1006387475116126,4.26982721285931,4.473276144623171,0.239297,5.30947,4.4720716811825465,0.0014300000000000423,0.0012044634406240817,0.0004,0.873307,21.8564,187405.0,187405.0,2954112.0,12100042752000.0,72600256512000.0
E33,6.0,1176.0,4816896.0,8254245.0388946375,4.97562,5.25122,5.25122,2.9036022025740027,3.0657960428002653,4.189012498367785,4.4230087473249515,0.275593,5.25122,4.4230087473249515,0.0,0.0,0.0004,0.855587,25.2333,190894.0,190894.0,2954112.0,14229650276352.0,85377901658112.0
E33,7.0,1200.0,4915200.0,8422699.019280242,4.9677,5.25129,5.25129,2.8989803605835798,3.0658369105839416,4.182344589848429,4.423067707073793,0.283589,5.25122,4.4230087473249515,7.00000000000145e-05,5.895974884140287e-05,0.0004,0.855626,25.8736,189970.0,189970.0,2954112.0,14520051302400.0,87120307814400.0
E33,7.0,1372.0,5619712.0,9629952.545377078,4.8809,5.20413,5.20413,2.848326839779454,3.0383037008958196,4.109267006580752,4.383345681996984,0.323228,5.20413,4.383345681996984,0.0,0.0,0.0004,0.873225,29.3003,191797.0,191797.0,2954112.0,16601258655744.0,99607551934464.0
E33,8.0,1400.0,5734400.0,9826482.189160284,4.86829,5.20574,5.20574,2.8409680736810667,3.0392436599203716,4.098650551223546,4.384701756220344,0.337455,5.20413,4.383345681996984,0.0016099999999994452,0.0013560742233602596,0.0004,0.937048,30.0311,190949.0,190949.0,2954112.0,16940059852800.0,101640359116800.0
E33,8.0,1568.0,6422528.0,11005660.051859517,4.78952,5.16703,5.16703,2.795000587117231,3.016643775547445,4.032333486315771,4.352097015110858,0.377516,5.16703,4.352097015110858,0.0,0.0,0.0004,1.02122,33.6642,190782.0,190782.0,2954112.0,18972867035136.0,113837202210816.0
E33,9.0,1600.0,6553600.0,11230265.359040324,4.78089,5.17314,5.17314,2.7899644133322123,3.0202109492368945,4.025067823371069,4.3572433589026165,0.392254,5.16703,4.352097015110858,0.006110000000000504,0.00514634379175849,0.0004,1.05352,34.5192,189854.0,189854.0,2954112.0,19360068403200.0,116160410419200.0
E33,9.0,1764.0,7225344.0,12381367.558341956,4.72686,5.13916,5.13916,2.7584343473293678,3.000372559389516,3.9795795535098635,4.328622612250582,0.412296,5.13916,4.328622612250582,0.0,0.0,0.0004,1.02923,38.0683,189800.0,189800.0,2954112.0,21344475414528.0,128066852487168.0
E33,10.0,1800.0,7372800.0,12634048.528920364,4.69584,5.14156,5.14156,2.7403321328668793,3.0017737405441274,3.9534635784757226,4.330644089353727,0.445716,5.13916,4.328622612250582,0.0023999999999997357,0.0020214771031445977,0.0004,0.978694,38.9608,189236.0,189236.0,2954112.0,21780076953600.0,130680461721600.0
E33,10.0,1960.0,8028160.0,13757075.064824397,4.6249,5.11329,5.11329,2.6989339673617567,2.9852689941937625,3.893738650399582,4.306832773642925,0.488385,5.11329,4.306832773642925,0.0,0.0,0.0004,1.13665,42.4077,189309.0,189309.0,2954112.0,23716083793920.0,142296502763520.0
E34,0.0,0.0,0.0,0.0,8.04498,8.04568,8.04568,4.694776057589567,4.697272996682151,6.773130136368707,6.77673245801498,0.000702922,8.04568,6.77673245801498,0.0,0.0,0.0004,,0.0,0.0,0.0,2954112.0,0.0,0.0
E34,1.0,196.0,802816.0,1375707.5064824396,6.66666,6.69147,6.69147,3.8904354954381564,3.9066506919376245,5.612711996167026,5.636105579743848,0.0248078,6.69147,5.636105579743848,0.0,0.0,0.0004,0.609824,4.59672,174650.0,174650.0,2954112.0,2371608379392.0,14229650276352.0
E34,2.0,200.0,819200.0,1403783.1698800405,6.6229,6.64388,6.64388,3.8648986513092556,3.8788664372926345,5.575870117782306,5.596021373352725,0.0209784,6.64388,5.596021373352725,0.0,0.0,0.0004,0.557117,4.85084,168878.0,168878.0,2954112.0,2420008550400.0,14520051302400.0
E34,2.0,392.0,1605632.0,2751415.012964879,5.6143,5.69544,5.69544,3.2763140766198426,3.32514299800929,4.726722070734151,4.797167313474663,0.0811428,5.69544,4.797167313474663,0.0,0.0,0.0004,0.592849,8.55381,187710.0,187710.0,2954112.0,4743216758784.0,28459300552704.0
E34,3.0,400.0,1638400.0,2807566.339760081,5.59455,5.6814,5.6814,3.2647886499391805,3.316946088254811,4.71009439481783,4.7853416724212625,0.0868517,5.6814,4.7853416724212625,0.0,0.0,0.0004,0.644064,8.85153,185098.0,185098.0,2954112.0,4840017100800.0,29040102604800.0
E34,3.0,588.0,2408448.0,4127122.5194473187,5.33854,5.47523,5.47523,3.115389941862404,3.1965787888188455,4.494557619560246,4.611688366439798,0.136684,5.47523,4.611688366439798,0.0,0.0,0.0004,0.682168,12.3821,194511.0,194511.0,2954112.0,7114825138176.0,42688950829056.0
E34,4.0,600.0,2457600.0,4211349.509640121,5.33093,5.4711,5.4711,3.110949005303425,3.194167589581951,4.488150702409705,4.608209741258134,0.140172,5.4711,4.608209741258134,0.0,0.0,0.0004,0.733781,12.8278,191584.0,191584.0,2954112.0,7260025651200.0,43560153907200.0
E34,4.0,784.0,3211264.0,5502830.025929758,5.1841,5.38396,5.38396,3.0252640230491648,3.1432930371599204,4.364533403432825,4.534813276771425,0.199857,5.38396,4.534813276771425,0.0,0.0,0.0004,0.690625,16.6391,192995.0,192995.0,2954112.0,9486433517568.0,56918601105408.0
E34,5.0,800.0,3276800.0,5615132.679520162,5.18625,5.38151,5.38151,3.0265186897511107,3.141862664731254,4.366343504861691,4.5327496855619644,0.19526,5.38151,4.5327496855619644,0.0,0.0,0.0004,0.771125,17.1464,191107.0,191107.0,2954112.0,9680034201600.0,58080205209600.0
E34,5.0,980.0,4014080.0,6878537.532412198,5.0835,5.32082,5.32082,2.966557292716273,3.1064302962840085,4.279837494714756,4.481631583316172,0.237317,5.32082,4.481631583316172,0.0,0.0,0.0004,0.792959,20.5481,195350.0,195350.0,2954112.0,11858041896960.0,71148251381760.0
E34,6.0,1000.0,4096000.0,7018915.849400202,5.08241,5.32157,5.32157,2.965921205876682,3.1068681653948245,4.278919815385704,4.482263294910905,0.23916,5.32082,4.481631583316172,0.0007500000000000284,0.0006317115947327423,0.0004,0.836476,21.1159,193977.0,193977.0,2954112.0,12100042752000.0,72600256512000.0
E34,6.0,1176.0,4816896.0,8254245.0388946375,4.98436,5.26118,5.26118,2.908702568608888,3.071610944591905,4.196370771153033,4.431397877303006,0.276823,5.26118,4.431397877303006,0.0,0.0,0.0004,0.851987,24.7319,194765.0,194765.0,2954112.0,14229650276352.0,85377901658112.0
E34,7.0,1200.0,4915200.0,8422699.019280242,4.97716,5.26253,5.26253,2.90450089407214,3.0723991089913736,4.190309036135437,4.432534958173525,0.285372,5.26118,4.431397877303006,0.0013499999999995183,0.0011370808705191138,0.0004,0.81103,25.3632,193793.0,193793.0,2954112.0,14520051302400.0,87120307814400.0
E34,7.0,1372.0,5619712.0,9629952.545377078,4.89037,5.21321,5.21321,2.8538532089270934,3.043604836264101,4.1172398719441725,4.390993603703884,0.322844,5.21321,4.390993603703884,0.0,0.0,0.0004,0.893975,28.9183,194331.0,194331.0,2954112.0,16601258655744.0,99607551934464.0
E34,8.0,1400.0,5734400.0,9826482.189160284,4.87502,5.21248,5.21248,2.8448954722411104,3.0431786436629067,4.104316589649716,4.390378737751678,0.337456,5.21248,4.390378737751678,0.0,0.0,0.0004,0.956775,29.6845,193179.0,193179.0,2954112.0,16940059852800.0,101640359116800.0
E34,8.0,1568.0,6422528.0,11005660.051859517,4.79395,5.17456,5.17456,2.7975857840891463,3.0210399814200395,4.036063137166874,4.358439399521977,0.380616,5.17456,4.358439399521977,0.0,0.0,0.0004,0.995678,33.2186,193341.0,193341.0,2954112.0,18972867035136.0,113837202210816.0
E34,9.0,1600.0,6553600.0,11230265.359040324,4.7879,5.18234,5.18234,2.794055210346462,3.0255821436629065,4.030969595936811,4.3649923544646745,0.394448,5.17456,4.358439399521977,0.007780000000000342,0.006552954942697475,0.0004,1.02531,34.032,192572.0,192572.0,2954112.0,19360068403200.0,116160410419200.0
E34,9.0,1764.0,7225344.0,12381367.558341956,4.73622,5.1482,5.1482,2.7638965242271403,3.0056503417385536,3.987459809032738,4.336236842672429,0.411981,5.1482,4.336236842672429,0.0,0.0,0.0004,1.0528,37.4335,193018.0,193018.0,2954112.0,21344475414528.0,128066852487168.0
E34,10.0,1800.0,7372800.0,12634048.528920364,4.70758,5.15164,5.15164,2.74718319662541,3.0076587013934972,3.963347574184969,4.339134293186938,0.444062,5.1482,4.336236842672429,0.0034400000000003317,0.002897450514509181,0.0004,1.00709,38.2223,192893.0,192893.0,2954112.0,21780076953600.0,130680461721600.0
E34,10.0,1960.0,8028160.0,13757075.064824397,4.63304,5.12254,5.12254,2.703684193851913,2.990669379893829,3.90059177860003,4.314623883311298,0.489507,5.12254,4.314623883311298,0.0,0.0,0.0004,1.16065,41.1085,195292.0,195292.0,2954112.0,23716083793920.0,142296502763520.0
E35,0.0,0.0,0.0,0.0,8.04565,8.04546,8.04546,4.695167046747847,4.697144555076311,6.773694214488399,6.77654715594719,-0.000185361,8.04546,6.77654715594719,0.0,0.0,0.0004,,0.0,0.0,0.0,2362752.0,0.0,0.0
E35,1.0,196.0,802816.0,1375707.5064824396,6.81054,6.83553,6.83553,3.9743989582641652,3.9907565907431986,5.733845667601973,5.75744474286016,0.0249891,6.83553,5.75744474286016,0.0,0.0,0.0004,0.448973,4.5687,175721.0,175721.0,2362752.0,1896855109632.0,11381130657792.0
E35,2.0,200.0,819200.0,1403783.1698800405,6.75417,6.77804,6.77804,3.941503348036878,3.9571924638354345,5.68638733386005,5.70902194341856,0.0238692,6.77804,5.70902194341856,0.0,0.0,0.0004,0.427221,4.82377,169826.0,169826.0,2362752.0,1935566438400.0,11613398630400.0
E35,2.0,392.0,1605632.0,2751415.012964879,5.60793,5.68765,5.68765,3.2725967617866365,3.3205949975116122,4.721359119058861,4.790605935710703,0.0797195,5.68765,4.790605935710703,0.0,0.0,0.0004,0.5907,8.73739,183766.0,183766.0,2362752.0,3793710219264.0,22762261315584.0
E35,3.0,400.0,1638400.0,2807566.339760081,5.58426,5.67228,5.67228,3.258783756747078,3.3116215998672858,4.701431165188516,4.777660059429309,0.0880231,5.67228,4.777660059429309,0.0,0.0,0.0004,0.628325,9.0713,180614.0,180614.0,2362752.0,3871132876800.0,23226797260800.0
E35,3.0,588.0,2408448.0,4127122.5194473187,5.32733,5.46292,5.46292,3.108848168035051,3.1893918971466495,4.485119834900907,4.601319873464914,0.135593,5.46292,4.601319873464914,0.0,0.0,0.0004,0.682707,12.927,186311.0,186311.0,2362752.0,5690565328896.0,34143391973376.0
E35,4.0,600.0,2457600.0,4211349.509640121,5.31697,5.45704,5.45704,3.1028024252293975,3.18595900331785,4.4763976717367004,4.596367254562207,0.140068,5.45704,4.596367254562207,0.0,0.0,0.0004,0.680726,13.3383,184251.0,184251.0,2362752.0,5806699315200.0,34840195891200.0
E35,4.0,784.0,3211264.0,5502830.025929758,5.16383,5.36642,5.36642,3.0134351420964043,3.1330527382216324,4.347467935543011,4.520039648275937,0.202591,5.36642,4.520039648275937,0.0,0.0,0.0004,0.733128,17.2336,186338.0,186338.0,2362752.0,7587420438528.0,45524522631168.0
E35,5.0,800.0,3276800.0,5615132.679520162,5.16196,5.36075,5.36075,3.0123438738486654,3.1297424477438622,4.345893568253719,4.5152639086197555,0.198792,5.36075,4.5152639086197555,0.0,0.0,0.0004,0.785614,17.7014,185116.0,185116.0,2362752.0,7742265753600.0,46453594521600.0
E35,5.0,980.0,4014080.0,6878537.532412198,5.05021,5.28877,5.28877,2.947130383642893,3.0877186896151296,4.25181038933479,4.454636441167916,0.238562,5.28877,4.454636441167916,0.0,0.0,0.0004,0.803071,21.5132,186587.0,186587.0,2362752.0,9484275548160.0,56905653288960.0
E35,6.0,1000.0,4096000.0,7018915.849400202,5.04422,5.28988,5.28988,2.9436348238546826,3.0883667358991373,4.246767362563208,4.4555713743281204,0.245666,5.28877,4.454636441167916,0.0011099999999997223,0.0009349331602042099,0.0004,0.85462,22.0346,185889.0,185889.0,2362752.0,9677832192000.0,58066993152000.0
E35,6.0,1176.0,4816896.0,8254245.0388946375,4.9524,5.23517,5.23517,2.890051802192991,3.056425643828799,4.16946340293604,4.409490119197666,0.282763,5.23517,4.409490119197666,0.0,0.0,0.0004,0.853089,25.6499,187794.0,187794.0,2362752.0,11381130657792.0,68286783946752.0
E35,7.0,1200.0,4915200.0,8422699.019280242,4.94804,5.23842,5.23842,2.8875074548346267,3.0583230766423357,4.165792685619828,4.412227536108175,0.290381,5.23517,4.409490119197666,0.003249999999999531,0.002737416910509438,0.0004,0.903158,26.3011,186882.0,186882.0,2362752.0,11613398630400.0,69680391782400.0
E35,7.0,1372.0,5619712.0,9629952.545377078,4.8571,5.19287,5.19287,2.8344379711718712,3.0317298259787657,4.089229604717033,4.373861585254725,0.335767,5.19287,4.373861585254725,0.0,0.0,0.0004,0.939645,29.9929,187368.0,187368.0,2362752.0,13277985767424.0,79667914604544.0
E35,8.0,1400.0,5734400.0,9826482.189160284,4.84949,5.19385,5.19385,2.8299970346128926,3.0323019749502325,4.082822687566493,4.37468702173851,0.344364,5.19287,4.373861585254725,0.000980000000000203,0.0008254364837849693,0.0004,0.949057,30.7425,186530.0,186530.0,2362752.0,13548965068800.0,81293790412800.0
E35,8.0,1568.0,6422528.0,11005660.051859517,4.77018,5.15659,5.15659,2.7837144224588,3.0105486375248836,4.016050992532396,4.343303589712175,0.386407,5.15659,4.343303589712175,0.0,0.0,0.0004,1.04007,34.4085,186655.0,186655.0,2362752.0,15174840877056.0,91049045262336.0
E35,9.0,1600.0,6553600.0,11230265.359040324,4.76591,5.1648,5.1648,2.7812225960321455,3.0153418447246185,4.012456046903905,4.350218725969186,0.398881,5.15659,4.343303589712175,0.00821000000000005,0.006915136257011234,0.0004,1.05232,35.182,186277.0,186277.0,2362752.0,15484531507200.0,92907189043200.0
E35,9.0,1764.0,7225344.0,12381367.558341956,4.71497,5.13189,5.13189,2.7514957486846554,2.996128148142004,3.969569271654418,4.322499221192303,0.416927,5.13189,4.322499221192303,0.0,0.0,0.0004,1.01748,38.5312,187519.0,187519.0,2362752.0,17071695986688.0,102430175920128.0
E35,10.0,1800.0,7372800.0,12634048.528920364,4.69142,5.13728,5.13728,2.737752771554043,2.9992749674850696,3.949742346701033,4.327039121853117,0.445854,5.13189,4.322499221192303,0.00538999999999934,0.004539900660813778,0.0004,1.07076,39.4052,187102.0,187102.0,2362752.0,17420097945600.0,104520587673600.0
E35,10.0,1960.0,8028160.0,13757075.064824397,4.61679,5.11043,5.11043,2.6942012478488366,2.98359925331785,3.8869107794283737,4.304423846761677,0.493636,5.11043,4.304423846761677,0.0,0.0,0.0004,1.05153,42.7337,187865.0,187865.0,2362752.0,18968551096320.0,113811306577920.0
E36,0.0,0.0,0.0,0.0,8.04503,8.0422,8.0422,4.694805235884961,4.695241284007962,6.773172231750774,6.773801316215416,-0.00282569,8.0422,6.773801316215416,0.0,0.0,0.0004,,0.0,0.0,0.0,3545472.0,0.0,0.0
E36,1.0,196.0,802816.0,1375707.5064824396,6.84926,6.86775,6.86775,3.9969946302173422,4.009567447743862,5.766444331474376,5.784583072969888,0.0184857,6.86775,5.784583072969888,0.0,0.0,0.0004,0.444878,4.74394,169230.0,169230.0,3545472.0,2846361649152.0,17078169894912.0
E36,2.0,200.0,819200.0,1403783.1698800405,6.7921,6.81068,6.81068,3.9636380029228278,3.9762485275381554,5.718320890695798,5.73651403202134,0.0185864,6.81068,5.73651403202134,0.0,0.0,0.0004,0.466406,5.00665,163623.0,163623.0,3545472.0,2904450662400.0,17426703974400.0
E36,2.0,392.0,1605632.0,2751415.012964879,5.64229,5.7127,5.7127,3.29264808638145,3.335219825812873,4.750287065615053,4.811705102974784,0.0704121,5.7127,4.811705102974784,0.0,0.0,0.0004,0.60748,8.86319,181157.0,181157.0,3545472.0,5692723298304.0,34156339789824.0
E36,3.0,400.0,1638400.0,2807566.339760081,5.61867,5.69782,5.69782,3.2788642596372854,3.3265325026542802,4.730401207126774,4.799171944935283,0.0791479,5.69782,4.799171944935283,0.0,0.0,0.0004,0.633186,9.20848,177923.0,177923.0,3545472.0,5808901324800.0,34853407948800.0
E36,3.0,588.0,2408448.0,4127122.5194473187,5.3568,5.48019,5.48019,3.1260458553403225,3.1994745632050434,4.509930853090982,4.6158660857862985,0.12339,5.48019,4.6158660857862985,0.0,0.0,0.0004,0.651029,13.228,182072.0,182072.0,3545472.0,8539084947456.0,51234509684736.0
E36,4.0,600.0,2457600.0,4211349.509640121,5.34585,5.47376,5.47376,3.119655808649019,3.195720565361646,4.500711964418389,4.610450211714121,0.127916,5.47376,4.610450211714121,0.0,0.0,0.0004,0.710094,13.7406,178857.0,178857.0,3545472.0,8713351987200.0,52280111923200.0
E36,4.0,784.0,3211264.0,5502830.025929758,5.19599,5.38064,5.38064,3.0322026216938776,3.141354736562707,4.374543685288271,4.532016900112073,0.18465,5.38064,4.532016900112073,0.0,0.0,0.0004,0.70927,17.7203,181219.0,181219.0,3545472.0,11385446596608.0,68312679579648.0
E36,5.0,800.0,3276800.0,5615132.679520162,5.1932,5.37645,5.37645,3.030574472810888,3.138908507796948,4.372194762968952,4.528487738002833,0.183256,5.37645,4.528487738002833,0.0,0.0,0.0004,0.762209,18.1299,180740.0,180740.0,3545472.0,11617802649600.0,69706815897600.0
E36,5.0,980.0,4014080.0,6878537.532412198,5.0783,5.29998,5.29998,2.9635227499952883,3.0942633732581286,4.275459574979826,4.4640784238038576,0.221685,5.29998,4.4640784238038576,0.0,0.0,0.0004,0.835164,21.5707,186089.0,186089.0,3545472.0,14231808245760.0,85390849474560.0
E36,6.0,1000.0,4096000.0,7018915.849400202,5.0767,5.3006,5.3006,2.9625890445426775,3.0946253450564036,4.274112522753693,4.464600638722171,0.223902,5.29998,4.4640784238038576,0.000620000000000509,0.0005222149183135016,0.0004,0.757551,22.0752,185547.0,185547.0,3545472.0,14522253312000.0,87133519872000.0
E36,6.0,1176.0,4816896.0,8254245.0388946375,4.97869,5.24314,5.24314,2.905393749911199,3.0610787329130726,4.191597154826676,4.416203107744362,0.264454,5.24314,4.416203107744362,0.0,0.0,0.0004,0.784974,25.3914,189706.0,189706.0,3545472.0,17078169894912.0,102469019369472.0
